,Variable,Importance,Cluster Name
253,Extreme Heat Exposure,0.0037806271842565353,All Clusters
254,Extreme Heat Exposure,0.0034387110541606036,All Clusters
255,Extreme Heat Exposure,0.0032565215625104393,All Clusters
256,Extreme Heat Exposure,0.0016374009643901344,All Clusters
257,Extreme Heat Exposure,0.002029243823354565,All Clusters
258,Extreme Heat Exposure,0.001035297834292237,All Clusters
259,Extreme Heat Exposure,0.0024821427954481168,All Clusters
260,Early Child Ed Centers,0.002375024408406312,All Clusters
261,Early Child Ed Centers,0.002666063366945859,All Clusters
262,Early Child Ed Centers,0.002288255171510656,All Clusters
263,Early Child Ed Centers,0.002396337873277088,All Clusters
264,Early Child Ed Centers,0.002337280890846949,All Clusters
265,Early Child Ed Centers,0.002579576229228997,All Clusters
266,Early Child Ed Centers,0.002513775434346277,All Clusters
267,Early Child Ed Centers,0.0025007654238146104,All Clusters
268,Early Child Ed Centers,0.0024289510212189835,All Clusters
269,Early Child Ed Centers,0.0020557724632130903,All Clusters
270,Early Child Ed Centers,0.002181035550726018,All Clusters
271,Early Child Ed Centers,0.0024294344529859346,All Clusters
272,Early Child Ed Centers,0.0022027251291713013,All Clusters
273,Early Child Ed Centers,0.0021544363523668952,All Clusters
274,Early Child Ed Centers,0.002131482165230403,All Clusters
275,Early Child Ed Centers,0.001713173173415794,All Clusters
276,Early Child Ed Centers,0.0025432716783525544,All Clusters
277,Early Child Ed Centers,0.0024063392715421017,All Clusters
278,Early Child Ed Centers,0.00198178383734382,All Clusters
279,Early Child Ed Centers,0.0019234263594006817,All Clusters
280,Commute Duration,0.001402323284214524,All Clusters
281,Commute Duration,0.001091891734876116,All Clusters
282,Commute Duration,0.0011892734292364704,All Clusters
283,Commute Duration,0.0007321516746318091,All Clusters
284,Commute Duration,0.0011451543429186195,All Clusters
285,Commute Duration,0.0018680421205478082,All Clusters
286,Commute Duration,0.0012630010258443125,All Clusters
287,Commute Duration,0.0012274369325935286,All Clusters
288,Commute Duration,0.0013402706853214985,All Clusters
289,Commute Duration,0.0005110533903062153,All Clusters
290,Commute Duration,0.0011266849739416385,All Clusters
291,Commute Duration,0.0016374203012153865,All Clusters
292,Commute Duration,0.000988203782198771,All Clusters
293,Commute Duration,0.001335810408305771,All Clusters
294,Commute Duration,0.0011164888624749514,All Clusters
295,Commute Duration,0.0016249207004225275,All Clusters
296,Commute Duration,0.0012010863294306118,All Clusters
297,Commute Duration,0.0009503776424314436,All Clusters
298,Commute Duration,0.001176373324494162,All Clusters
299,Commute Duration,0.0008551137720137492,All Clusters
300,Grade,0.0017798140855227462,All Clusters
301,Grade,0.0010056223046255308,All Clusters
302,Grade,0.0013161677822829398,All Clusters
303,Grade,0.0011387525625656814,All Clusters
304,Grade,0.0013772585984579422,All Clusters
305,Grade,0.0012266597514899447,All Clusters
306,Grade,0.0010959579238162265,All Clusters
307,Grade,0.0009730587076858255,All Clusters
308,Grade,0.0007611689459131599,All Clusters
309,Grade,0.0011412695084480617,All Clusters
310,Grade,0.0010723974123378888,All Clusters
311,Grade,0.001287542533837005,All Clusters
312,Grade,0.001116036967316325,All Clusters
313,Grade,0.0012454173143119363,All Clusters
314,Grade,0.0007785894098214508,All Clusters
315,Grade,0.0014096126713879498,All Clusters
316,Grade,0.00128602966682978,All Clusters
317,Grade,0.0012022558381453718,All Clusters
318,Grade,0.0013890005464757271,All Clusters
319,Grade,0.0009709042208415619,All Clusters
320,Pop - Scaled to District,0.0014760742553542316,All Clusters
321,Pop - Scaled to District,0.0012264897235391148,All Clusters
322,Pop - Scaled to District,0.0013131361223471805,All Clusters
323,Pop - Scaled to District,0.0009383328544895209,All Clusters
324,Pop - Scaled to District,0.0009239064415159648,All Clusters
325,Pop - Scaled to District,0.0012817727978605697,All Clusters
326,Pop - Scaled to District,0.0015167727863595326,All Clusters
327,Pop - Scaled to District,0.0006970030644583014,All Clusters
328,Pop - Scaled to District,0.0008869393602873865,All Clusters
329,Pop - Scaled to District,0.0016326782715559984,All Clusters
330,Pop - Scaled to District,0.0012433648426671828,All Clusters
331,Pop - Scaled to District,0.0009923579730209964,All Clusters
332,Pop - Scaled to District,0.0008170509957484695,All Clusters
333,Pop - Scaled to District,0.0009516101156487045,All Clusters
334,Pop - Scaled to District,0.0010823923950792347,All Clusters
335,Pop - Scaled to District,0.0008154467951208,All Clusters
336,Pop - Scaled to District,0.0011312753666740116,All Clusters
337,Pop - Scaled to District,0.0010399425744319624,All Clusters
338,Pop - Scaled to District,0.0010545092902328745,All Clusters
339,Pop - Scaled to District,0.0010692754531544946,All Clusters
340,High-Skill Employment,0.0008247179140700167,All Clusters
341,High-Skill Employment,0.0002745103510047864,All Clusters
342,High-Skill Employment,-0.0011785730606003186,All Clusters
343,High-Skill Employment,7.577999172825312e-05,All Clusters
344,High-Skill Employment,0.0023538246796631634,All Clusters
345,High-Skill Employment,0.0014446867622260884,All Clusters
346,High-Skill Employment,0.0015426689334931964,All Clusters
347,High-Skill Employment,0.0012746370568031962,All Clusters
348,High-Skill Employment,0.0016813814291262164,All Clusters
349,High-Skill Employment,-4.19831203911647e-05,All Clusters
350,High-Skill Employment,-0.00020221874785764093,All Clusters
351,High-Skill Employment,0.00021459535947865316,All Clusters
352,High-Skill Employment,-0.00024356202786435244,All Clusters
353,High-Skill Employment,0.002386266186777397,All Clusters
354,High-Skill Employment,0.0014351753238308618,All Clusters
355,High-Skill Employment,0.00234189513894989,All Clusters
356,High-Skill Employment,-0.00016195245172545558,All Clusters
357,High-Skill Employment,0.002503286401706606,All Clusters
358,High-Skill Employment,0.00043207511160103795,All Clusters
359,High-Skill Employment,0.0030694690177011097,All Clusters
360,School Year,0.000964163971328591,All Clusters
361,School Year,0.0007930905977898695,All Clusters
362,School Year,0.0007826804002843968,All Clusters
363,School Year,0.0009024261576421333,All Clusters
364,School Year,0.0011199349920716362,All Clusters
365,School Year,0.0007782657709231033,All Clusters
366,School Year,0.0005936356629808737,All Clusters
367,School Year,0.0011498594272741913,All Clusters
368,School Year,0.0004693200343542925,All Clusters
369,School Year,0.0008676863890819675,All Clusters
370,School Year,0.0006974498886315184,All Clusters
371,School Year,0.0006506195134795556,All Clusters
372,School Year,0.0006395465126964872,All Clusters
373,School Year,0.0007566853505471816,All Clusters
374,School Year,0.000644588720616901,All Clusters
375,School Year,0.0008313710113623252,All Clusters
376,School Year,0.0008936332110075496,All Clusters
377,School Year,0.0007121294729525163,All Clusters
378,School Year,0.0008802659560654957,All Clusters
379,School Year,0.0006757528918112099,All Clusters
380,Housing Vacancy Rate,0.0015219152651174683,All Clusters
381,Housing Vacancy Rate,0.00040581724239086014,All Clusters
382,Housing Vacancy Rate,-9.261970700491506e-05,All Clusters
383,Housing Vacancy Rate,0.0005881814134786056,All Clusters
384,Housing Vacancy Rate,-0.0002310016795769032,All Clusters
385,Housing Vacancy Rate,0.00044874798174820985,All Clusters
386,Housing Vacancy Rate,0.0010101634385747404,All Clusters
387,Housing Vacancy Rate,0.0010781936589528973,All Clusters
388,Housing Vacancy Rate,0.0004683127981152113,All Clusters
389,Housing Vacancy Rate,0.0014622747987081963,All Clusters
390,Housing Vacancy Rate,0.00070990564326745,All Clusters
391,Housing Vacancy Rate,0.000694075856048082,All Clusters
392,Housing Vacancy Rate,0.001064916616520195,All Clusters
393,Housing Vacancy Rate,0.0005769869691781837,All Clusters
394,Housing Vacancy Rate,0.0006059830889211248,All Clusters
395,Housing Vacancy Rate,0.0011088775837184706,All Clusters
396,Housing Vacancy Rate,0.0005279275557922292,All Clusters
397,Housing Vacancy Rate,0.0012994040680983643,All Clusters
398,Housing Vacancy Rate,0.0011407661053061124,All Clusters
399,Housing Vacancy Rate,0.00083631234734316,All Clusters
400,Green Space Access,0.0009224115492141305,All Clusters
401,Green Space Access,0.0010338659352404633,All Clusters
402,Green Space Access,0.0006119805482264207,All Clusters
403,Green Space Access,0.0001647209944514172,All Clusters
404,Green Space Access,0.0004866332350875746,All Clusters
405,Green Space Access,-0.00038083384497511474,All Clusters
406,Green Space Access,0.0004958989591049567,All Clusters
407,Green Space Access,0.0011920558458012875,All Clusters
408,Green Space Access,0.0005177218276737339,All Clusters
409,Green Space Access,0.001621827590114866,All Clusters
410,Green Space Access,-0.0003861047383948435,All Clusters
411,Green Space Access,0.00026231194948966863,All Clusters
412,Green Space Access,0.000441981652173018,All Clusters
413,Green Space Access,0.0013081722387024985,All Clusters
414,Green Space Access,0.0013140637619888373,All Clusters
415,Green Space Access,0.0013966188283477399,All Clusters
416,Green Space Access,0.0006905561855444775,All Clusters
417,Green Space Access,0.0012577280135961377,All Clusters
418,Green Space Access,0.0007663233002951353,All Clusters
419,Green Space Access,0.0006257484862001172,All Clusters
420,Employment Rate,0.0008362627469620243,All Clusters
421,Employment Rate,0.0006710747351690305,All Clusters
422,Employment Rate,-0.0003217734263000205,All Clusters
423,Employment Rate,0.000501577884524429,All Clusters
424,Employment Rate,-0.0002880761787272812,All Clusters
425,Employment Rate,0.00034120971531914623,All Clusters
426,Employment Rate,0.0008854528743055257,All Clusters
427,Employment Rate,0.0010612516498345048,All Clusters
428,Employment Rate,0.00020402337634295442,All Clusters
429,Employment Rate,-5.7418351736227e-05,All Clusters
430,Employment Rate,0.0003234820426659679,All Clusters
431,Employment Rate,0.0006579714749125332,All Clusters
432,Employment Rate,0.001108611485138522,All Clusters
433,Employment Rate,0.0012535840809172472,All Clusters
434,Employment Rate,0.0009103637603863346,All Clusters
435,Employment Rate,0.0016088736443836682,All Clusters
436,Employment Rate,0.0015121640599500275,All Clusters
437,Employment Rate,-0.00014259159715346303,All Clusters
438,Employment Rate,-0.00016669782687261936,All Clusters
439,Employment Rate,0.001725017889390057,All Clusters
440,Early Child Ed Enroll,0.00042560248248924015,All Clusters
441,Early Child Ed Enroll,0.00028501538160063955,All Clusters
442,Early Child Ed Enroll,0.0004073297746164384,All Clusters
443,Early Child Ed Enroll,8.912277840267269e-05,All Clusters
444,Early Child Ed Enroll,0.00046312908448398193,All Clusters
445,Early Child Ed Enroll,0.0003427490921150689,All Clusters
446,Early Child Ed Enroll,0.0003063205141647929,All Clusters
447,Early Child Ed Enroll,0.000415269972010468,All Clusters
448,Early Child Ed Enroll,0.000266506233685182,All Clusters
449,Early Child Ed Enroll,0.00030966019304823345,All Clusters
450,Early Child Ed Enroll,0.0003367592280112408,All Clusters
451,Early Child Ed Enroll,0.000596461412730398,All Clusters
452,Early Child Ed Enroll,0.00034396734969388554,All Clusters
453,Early Child Ed Enroll,0.0003583695029311107,All Clusters
454,Early Child Ed Enroll,0.0003560703195560899,All Clusters
455,Early Child Ed Enroll,0.00024429530077940687,All Clusters
456,Early Child Ed Enroll,0.00046183488336393186,All Clusters
457,Early Child Ed Enroll,0.0005736572670390627,All Clusters
458,Early Child Ed Enroll,0.0003358297731974602,All Clusters
459,Early Child Ed Enroll,0.00040369591908173685,All Clusters
460,Pop - Child,0.000545415949080641,All Clusters
461,Pop - Child,0.0006603769172593976,All Clusters
462,Pop - Child,0.00019366211045934723,All Clusters
463,Pop - Child,0.0002901407275982537,All Clusters
464,Pop - Child,0.0001664955553760672,All Clusters
465,Pop - Child,0.00019644229893533982,All Clusters
466,Pop - Child,0.00042433683810505496,All Clusters
467,Pop - Child,0.0005620216858431837,All Clusters
468,Pop - Child,0.0001270501431177573,All Clusters
469,Pop - Child,0.0007490198563623318,All Clusters
470,Pop - Child,0.0002649655075324109,All Clusters
471,Pop - Child,-5.651839226106237e-05,All Clusters
472,Pop - Child,4.4559207381666965e-06,All Clusters
473,Pop - Child,0.00016783387530350247,All Clusters
474,Pop - Child,0.00035218430721162264,All Clusters
475,Pop - Child,0.0005342821119667107,All Clusters
476,Pop - Child,0.00013777921968360918,All Clusters
477,Pop - Child,-0.00010754888864183965,All Clusters
478,Pop - Child,0.00020444107783801346,All Clusters
479,Pop - Child,0.00039896864362087836,All Clusters
480,Poverty Rate,0.0010704785095502212,All Clusters
481,Poverty Rate,-0.0003921183869070033,All Clusters
482,Poverty Rate,-0.001333936132265956,All Clusters
483,Poverty Rate,-0.0002143696131714501,All Clusters
484,Poverty Rate,-0.00039919006806532487,All Clusters
485,Poverty Rate,6.494648712240814e-05,All Clusters
486,Poverty Rate,0.0005989312870150476,All Clusters
487,Poverty Rate,-0.00029849519242375333,All Clusters
488,Poverty Rate,-0.0005459068145908796,All Clusters
489,Poverty Rate,0.0001430983726619095,All Clusters
490,Poverty Rate,0.00024153739847110334,All Clusters
491,Poverty Rate,0.0018657355819168275,All Clusters
492,Poverty Rate,0.00047347106027884056,All Clusters
493,Poverty Rate,0.0004982686158020444,All Clusters
494,Poverty Rate,0.00030947144361981316,All Clusters
495,Poverty Rate,0.0006128291207182501,All Clusters
496,Poverty Rate,0.0011461665099393725,All Clusters
497,Poverty Rate,0.0001685356838349028,All Clusters
498,Poverty Rate,0.0003697659786806584,All Clusters
499,Poverty Rate,0.00016509799563968475,All Clusters
500,Homeownership Rate,0.00015271631201685398,All Clusters
501,Homeownership Rate,2.6613014584064842e-05,All Clusters
502,Homeownership Rate,0.000259978417367579,All Clusters
503,Homeownership Rate,-0.00022477524559105788,All Clusters
504,Homeownership Rate,-6.626357518590975e-05,All Clusters
505,Homeownership Rate,0.0004359897979377969,All Clusters
506,Homeownership Rate,0.0002901497831927502,All Clusters
507,Homeownership Rate,0.00011312559076970263,All Clusters
508,Homeownership Rate,0.00037097332609958844,All Clusters
509,Homeownership Rate,-0.00011754696198795767,All Clusters
510,Homeownership Rate,0.0005072751353126792,All Clusters
511,Homeownership Rate,0.0006979708209370328,All Clusters
512,Homeownership Rate,0.0007983076341301354,All Clusters
513,Homeownership Rate,3.798475469551921e-05,All Clusters
514,Homeownership Rate,0.00010260758439828432,All Clusters
515,Homeownership Rate,-8.96634349613068e-05,All Clusters
516,Homeownership Rate,0.0005392237677680489,All Clusters
517,Homeownership Rate,0.0002206803068310892,All Clusters
518,Homeownership Rate,-3.402676331376586e-05,All Clusters
